CustomerID,Platform,Age,AgeGroup,Gender,Location,AccountAge_Months,SignupDate,PreferredLanguage,SubscriptionType
CUST00307,SonyLiv,29,25-34,Male,Kolkata,33,2021-04-16,Gujarati,Basic
CUST00308,Netflix,19,18-24,Female,Pune,27,2021-09-15,Telugu,Basic
CUST00309,JioHotstar,24,18-24,Male,Jaipur,56,2019-05-21,Bengali,Standard
CUST00310,Netflix,18,18-24,Female,Mumbai,13,2022-11-17,English,Basic
CUST00311,ZEE5,41,35-44,Male,Mumbai,23,2022-01-25,English,Premium
CUST00312,Netflix,30,25-34,Non-Binary,Chennai,27,2021-10-05,Malayalam,Basic
CUST00313,Amazon Prime,29,25-34,Female,Mumbai,51,2019-09-29,Gujarati,Standard
CUST00314,Netflix,37,35-44,Female,Lucknow,9,2023-04-01,Kannada,Premium
CUST00315,JioHotstar,42,35-44,Male,Mumbai,5,2023-08-02,Marathi,Standard
CUST00316,Amazon Prime,35,35-44,Male,Mumbai,34,2021-03-14,Malayalam,Standard
CUST00317,JioHotstar,40,35-44,Male,Bangalore,31,2021-05-26,Bengali,Premium
CUST00318,Amazon Prime,33,25-34,Male,Jaipur,56,2019-04-30,Kannada,Basic
CUST00319,Netflix,33,25-34,Female,Chennai,8,2023-04-27,Malayalam,Basic
CUST00320,Netflix,30,25-34,Female,Chennai,45,2020-03-30,Malayalam,Family
CUST00321,Amazon Prime,30,25-34,Female,Kolkata,6,2023-06-26,Telugu,Family
CUST00322,JioHotstar,43,35-44,Female,Lucknow,25,2021-11-29,Malayalam,Premium
CUST00323,ZEE5,33,25-34,Female,Hyderabad,58,2019-03-08,Marathi,Standard
CUST00324,ZEE5,47,45-54,Male,Pune,1,2023-12-02,Hindi,Family
CUST00325,ZEE5,45,45-54,Female,Jaipur,35,2021-01-19,Gujarati,Standard
CUST00326,JioHotstar,38,35-44,Female,Chennai,51,2019-10-21,English,Premium
CUST00327,JioHotstar,20,18-24,Male,Mumbai,53,2019-08-07,Marathi,Standard
CUST00328,Netflix,30,25-34,Female,Hyderabad,37,2020-11-22,Tamil,Standard
CUST00329,SonyLiv,18,18-24,Male,Hyderabad,6,2023-06-16,Malayalam,Standard
CUST00330,Amazon Prime,38,35-44,Female,Jaipur,43,2020-06-19,Gujarati,Basic
CUST00331,JioHotstar,45,45-54,Male,Kolkata,12,2022-12-21,Marathi,Standard
CUST00332,Netflix,20,18-24,Female,Chennai,43,2020-06-09,Tamil,Premium
CUST00333,SonyLiv,36,35-44,Female,Lucknow,50,2019-10-30,Tamil,Premium
CUST00334,Netflix,27,25-34,Female,Mumbai,5,2023-07-19,Kannada,Premium
CUST00335,Netflix,28,25-34,Male,Lucknow,37,2020-12-09,English,Basic
CUST00336,Netflix,35,35-44,Female,Hyderabad,43,2020-05-31,Bengali,Basic
CUST00337,Amazon Prime,29,25-34,Male,Pune,36,2020-12-31,Telugu,Standard
CUST00338,SonyLiv,32,25-34,Female,Kolkata,48,2020-01-22,Gujarati,Family
CUST00339,Netflix,31,25-34,Male,Bangalore,50,2019-11-04,Hindi,Premium
CUST00340,Netflix,33,25-34,Non-Binary,Lucknow,19,2022-06-04,Telugu,Standard
CUST00341,Amazon Prime,37,35-44,Male,Bangalore,14,2022-11-02,Telugu,Basic
CUST00342,ZEE5,30,25-34,Female,Ahmedabad,47,2020-01-24,Marathi,Premium
CUST00343,JioHotstar,21,18-24,Female,Mumbai,36,2020-12-31,English,Standard
CUST00344,Netflix,37,35-44,Male,Pune,21,2022-03-19,Bengali,Standard
CUST00345,ZEE5,35,35-44,Female,Pune,29,2021-08-08,Marathi,Standard
CUST00346,Netflix,18,18-24,Female,Delhi,8,2023-04-13,Malayalam,Standard
CUST00347,ZEE5,36,35-44,Female,Bangalore,12,2023-01-04,Tamil,Basic
CUST00348,JioHotstar,34,25-34,Male,Ahmedabad,34,2021-02-16,Malayalam,Standard
CUST00349,Netflix,36,35-44,Female,Chennai,4,2023-08-24,Tamil,Basic
CUST00350,ZEE5,34,25-34,Male,Kolkata,42,2020-06-29,Gujarati,Basic
CUST00351,SonyLiv,18,18-24,Male,Ahmedabad,10,2023-03-02,English,Premium
CUST00352,Netflix,38,35-44,Female,Lucknow,54,2019-07-02,Bengali,Standard
CUST00353,Amazon Prime,33,25-34,Male,Lucknow,16,2022-08-13,Bengali,Family
CUST00354,JioHotstar,37,35-44,Female,Mumbai,44,2020-04-30,Telugu,Premium
CUST00355,JioHotstar,31,25-34,Male,Bangalore,14,2022-10-31,Marathi,Premium
CUST00356,Amazon Prime,24,18-24,Female,Pune,51,2019-10-04,Hindi,Premium
CUST00357,ZEE5,25,25-34,Male,Mumbai,24,2022-01-07,Kannada,Standard
CUST00358,Amazon Prime,36,35-44,Male,Ahmedabad,57,2019-04-09,Bengali,Basic
CUST00359,Netflix,22,18-24,Male,Ahmedabad,51,2019-10-24,Gujarati,Standard
CUST00360,SonyLiv,23,18-24,Male,Kolkata,4,2023-09-03,English,Standard
CUST00361,Amazon Prime,28,25-34,Female,Ahmedabad,46,2020-02-27,English,Basic
CUST00362,JioHotstar,34,25-34,Male,Chennai,12,2022-12-17,English,Standard
CUST00363,Netflix,38,35-44,Female,Lucknow,43,2020-05-22,Malayalam,Standard
CUST00364,JioHotstar,25,25-34,Male,Kolkata,47,2020-01-31,Malayalam,Standard
CUST00365,ZEE5,39,35-44,Male,Mumbai,5,2023-07-22,Malayalam,Basic
CUST00366,Amazon Prime,33,25-34,Female,Kolkata,37,2020-12-06,Malayalam,Standard
CUST00367,ZEE5,18,18-24,Female,Hyderabad,38,2020-11-12,Telugu,Basic
CUST00368,Netflix,34,25-34,Female,Delhi,41,2020-07-25,English,Premium
CUST00369,JioHotstar,37,35-44,Male,Bangalore,46,2020-03-19,Tamil,Standard
CUST00370,ZEE5,28,25-34,Male,Hyderabad,7,2023-06-03,Hindi,Standard
CUST00371,Netflix,22,18-24,Male,Mumbai,17,2022-08-08,Kannada,Premium
CUST00372,ZEE5,45,45-54,Female,Bangalore,20,2022-04-21,Tamil,Basic
CUST00373,Amazon Prime,35,35-44,Female,Lucknow,30,2021-07-14,Tamil,Standard
CUST00374,Amazon Prime,36,35-44,Female,Hyderabad,3,2023-09-25,Hindi,Standard
CUST00375,Amazon Prime,39,35-44,Male,Lucknow,7,2023-06-04,Telugu,Standard
CUST00376,Netflix,18,18-24,Male,Ahmedabad,40,2020-09-13,Marathi,Standard
CUST00377,Amazon Prime,37,35-44,Male,Mumbai,45,2020-03-28,Bengali,Premium
CUST00378,Netflix,34,25-34,Female,Lucknow,12,2022-12-10,Tamil,Premium
CUST00379,Netflix,33,25-34,Female,Bangalore,58,2019-03-23,Malayalam,Premium
CUST00380,SonyLiv,44,35-44,Male,Bangalore,32,2021-04-26,Kannada,Standard
CUST00381,Netflix,36,35-44,Female,Ahmedabad,27,2021-10-11,Marathi,Family
CUST00382,Netflix,37,35-44,Female,Kolkata,45,2020-04-01,Kannada,Standard
CUST00383,Netflix,47,45-54,Male,Jaipur,8,2023-05-04,Malayalam,Standard
CUST00384,JioHotstar,29,25-34,Female,Delhi,6,2023-06-09,Tamil,Standard
CUST00385,JioHotstar,18,18-24,Female,Kolkata,53,2019-08-10,Kannada,Premium
CUST00386,Netflix,26,25-34,Male,Ahmedabad,14,2022-10-18,Kannada,Basic
CUST00387,JioHotstar,24,18-24,Male,Ahmedabad,2,2023-10-25,Malayalam,Basic
CUST00388,Amazon Prime,20,18-24,Male,Delhi,37,2020-11-21,Telugu,Basic
CUST00389,JioHotstar,20,18-24,Male,Hyderabad,6,2023-06-21,Malayalam,Premium
CUST00390,Amazon Prime,36,35-44,Male,Ahmedabad,51,2019-10-19,Telugu,Basic
CUST00391,SonyLiv,38,35-44,Female,Mumbai,3,2023-09-18,Marathi,Basic
CUST00392,JioHotstar,33,25-34,Male,Delhi,3,2023-09-18,Tamil,Standard
CUST00393,SonyLiv,33,25-34,Male,Bangalore,58,2019-03-28,English,Premium
CUST00394,Amazon Prime,34,25-34,Male,Lucknow,38,2020-11-10,Tamil,Standard
CUST00395,JioHotstar,18,18-24,Male,Lucknow,3,2023-09-10,Tamil,Basic
CUST00396,JioHotstar,49,45-54,Male,Ahmedabad,48,2020-01-15,Tamil,Basic
CUST00397,Netflix,18,18-24,Female,Kolkata,24,2021-12-20,Kannada,Basic
CUST00398,Netflix,21,18-24,Male,Delhi,55,2019-06-15,Tamil,Premium
CUST00399,SonyLiv,45,45-54,Female,Mumbai,8,2023-05-03,Hindi,Family
CUST00400,Amazon Prime,40,35-44,Female,Hyderabad,16,2022-08-23,English,Basic
CUST00401,Amazon Prime,40,35-44,Male,Bangalore,32,2021-05-09,Telugu,Standard
CUST00402,SonyLiv,47,45-54,Male,Kolkata,42,2020-07-14,Tamil,Premium
CUST00403,Netflix,47,45-54,Male,Ahmedabad,20,2022-05-10,Hindi,Premium
CUST00404,Amazon Prime,43,35-44,Male,Ahmedabad,51,2019-10-22,Gujarati,Basic
CUST00405,Amazon Prime,25,25-34,Male,Hyderabad,21,2022-04-06,Telugu,Standard
CUST00406,SonyLiv,26,25-34,Male,Hyderabad,43,2020-05-28,Malayalam,Premium
CUST00407,JioHotstar,33,25-34,Female,Delhi,43,2020-06-10,Marathi,Premium
CUST00408,JioHotstar,19,18-24,Female,Jaipur,49,2019-12-11,Telugu,Basic
CUST00409,ZEE5,22,18-24,Female,Pune,19,2022-05-14,Hindi,Basic
CUST00410,JioHotstar,28,25-34,Female,Delhi,13,2022-11-12,Malayalam,Basic
CUST00411,Amazon Prime,44,35-44,Female,Kolkata,29,2021-08-01,Gujarati,Family
CUST00412,JioHotstar,30,25-34,Male,Hyderabad,45,2020-03-30,Marathi,Standard
CUST00413,ZEE5,30,25-34,Female,Mumbai,11,2023-02-02,Marathi,Basic
CUST00414,Netflix,23,18-24,Male,Mumbai,22,2022-02-22,Tamil,Standard
CUST00415,ZEE5,27,25-34,Male,Ahmedabad,53,2019-08-12,Tamil,Family
CUST00416,ZEE5,27,25-34,Female,Bangalore,55,2019-06-09,Malayalam,Standard
CUST00417,Netflix,51,45-54,Male,Chennai,40,2020-08-25,Gujarati,Basic
CUST00418,JioHotstar,42,35-44,Female,Mumbai,46,2020-03-07,Marathi,Standard
CUST00419,Amazon Prime,35,35-44,Non-Binary,Ahmedabad,20,2022-04-20,Tamil,Premium
CUST00420,Amazon Prime,43,35-44,Male,Lucknow,52,2019-09-06,Kannada,Basic
CUST00421,SonyLiv,33,25-34,Male,Lucknow,21,2022-03-20,Malayalam,Standard
CUST00422,Netflix,49,45-54,Female,Chennai,2,2023-10-05,English,Premium
CUST00423,JioHotstar,36,35-44,Male,Jaipur,51,2019-10-23,Hindi,Premium
CUST00424,ZEE5,22,18-24,Male,Kolkata,37,2020-12-13,English,Standard
CUST00425,JioHotstar,39,35-44,Female,Delhi,37,2020-12-03,Marathi,Premium
CUST00426,Netflix,18,18-24,Female,Lucknow,48,2020-01-20,Gujarati,Premium
CUST00427,Amazon Prime,29,25-34,Male,Ahmedabad,41,2020-07-27,Gujarati,Premium
CUST00428,ZEE5,36,35-44,Male,Delhi,6,2023-06-26,Hindi,Premium
CUST00429,Netflix,25,25-34,Male,Delhi,42,2020-07-18,Telugu,Standard
CUST00430,Amazon Prime,53,45-54,Female,Chennai,35,2021-02-01,English,Basic
CUST00431,ZEE5,59,55+,Female,Ahmedabad,26,2021-11-12,Tamil,Standard
CUST00432,Amazon Prime,31,25-34,Female,Ahmedabad,53,2019-08-24,Marathi,Premium
CUST00433,Netflix,28,25-34,Male,Pune,13,2022-11-11,English,Premium
CUST00434,Netflix,38,35-44,Male,Lucknow,7,2023-05-08,Tamil,Basic
CUST00435,JioHotstar,26,25-34,Male,Pune,25,2021-12-03,Malayalam,Premium
CUST00436,Netflix,37,35-44,Male,Mumbai,57,2019-04-07,English,Standard
CUST00437,SonyLiv,29,25-34,Female,Chennai,21,2022-04-10,Malayalam,Standard
CUST00438,SonyLiv,31,25-34,Male,Mumbai,3,2023-09-26,Tamil,Standard
CUST00439,JioHotstar,43,35-44,Female,Lucknow,33,2021-04-14,Malayalam,Standard
CUST00440,JioHotstar,36,35-44,Male,Hyderabad,24,2021-12-18,Hindi,Premium
CUST00441,JioHotstar,18,18-24,Female,Delhi,60,2019-01-18,Bengali,Basic
CUST00442,JioHotstar,43,35-44,Non-Binary,Pune,39,2020-09-20,Kannada,Standard
CUST00443,Netflix,24,18-24,Female,Delhi,58,2019-03-17,Gujarati,Basic
CUST00444,Netflix,25,25-34,Female,Jaipur,33,2021-04-03,Kannada,Basic
CUST00445,Amazon Prime,33,25-34,Female,Jaipur,13,2022-11-28,Hindi,Standard
CUST00446,SonyLiv,49,45-54,Female,Lucknow,50,2019-11-05,Hindi,Standard
CUST00447,JioHotstar,32,25-34,Female,Kolkata,57,2019-04-21,Bengali,Standard
CUST00448,ZEE5,27,25-34,Male,Mumbai,14,2022-10-15,Tamil,Basic
CUST00449,Netflix,23,18-24,Female,Delhi,28,2021-08-21,Marathi,Premium
CUST00450,SonyLiv,18,18-24,Female,Jaipur,18,2022-07-05,Malayalam,Premium
CUST00451,Netflix,26,25-34,Male,Chennai,19,2022-05-19,Malayalam,Standard
CUST00452,SonyLiv,36,35-44,Female,Hyderabad,33,2021-04-03,Marathi,Premium
CUST00453,JioHotstar,48,45-54,Male,Hyderabad,56,2019-05-14,English,Standard
CUST00454,Amazon Prime,36,35-44,Female,Bangalore,30,2021-06-17,Marathi,Premium
CUST00455,JioHotstar,40,35-44,Female,Delhi,57,2019-04-19,Tamil,Premium
CUST00456,Netflix,30,25-34,Male,Bangalore,1,2023-11-26,Kannada,Basic
CUST00457,Amazon Prime,38,35-44,Male,Bangalore,18,2022-06-17,Tamil,Premium
CUST00458,ZEE5,29,25-34,Female,Lucknow,43,2020-05-28,Telugu,Family
CUST00459,Netflix,28,25-34,Female,Mumbai,50,2019-11-22,Gujarati,Standard
CUST00460,JioHotstar,32,25-34,Male,Pune,59,2019-02-13,Telugu,Standard
CUST00461,Amazon Prime,36,35-44,Male,Lucknow,47,2020-01-31,Malayalam,Basic
CUST00462,Netflix,29,25-34,Male,Hyderabad,17,2022-08-09,Malayalam,Family
CUST00463,ZEE5,33,25-34,Female,Bangalore,39,2020-10-13,Hindi,Standard
CUST00464,Amazon Prime,25,25-34,Non-Binary,Ahmedabad,60,2019-01-12,Bengali,Premium
CUST00465,JioHotstar,24,18-24,Male,Bangalore,38,2020-10-20,Malayalam,Basic
CUST00466,Amazon Prime,43,35-44,Non-Binary,Jaipur,34,2021-03-14,Malayalam,Standard
CUST00467,JioHotstar,44,35-44,Female,Chennai,40,2020-08-24,Hindi,Standard
CUST00468,Amazon Prime,31,25-34,Female,Delhi,58,2019-03-24,Marathi,Basic
CUST00469,Amazon Prime,31,25-34,Female,Lucknow,9,2023-03-13,Telugu,Premium
CUST00470,SonyLiv,28,25-34,Male,Chennai,12,2023-01-03,Kannada,Premium
CUST00471,JioHotstar,44,35-44,Male,Delhi,57,2019-04-03,Marathi,Standard
CUST00472,Amazon Prime,41,35-44,Male,Hyderabad,32,2021-04-27,Telugu,Standard
CUST00473,Netflix,35,35-44,Male,Kolkata,58,2019-03-15,Telugu,Standard
CUST00474,SonyLiv,28,25-34,Male,Lucknow,6,2023-06-18,Gujarati,Basic
CUST00475,Amazon Prime,24,18-24,Female,Lucknow,56,2019-05-23,Bengali,Standard
CUST00476,Netflix,28,25-34,Male,Bangalore,45,2020-03-29,Malayalam,Standard
CUST00477,Amazon Prime,29,25-34,Male,Bangalore,10,2023-03-01,Hindi,Basic
CUST00478,SonyLiv,18,18-24,Male,Kolkata,53,2019-08-09,Malayalam,Basic
CUST00479,Netflix,32,25-34,Female,Pune,4,2023-08-20,Marathi,Basic
CUST00480,Amazon Prime,41,35-44,Female,Ahmedabad,16,2022-08-15,Hindi,Standard
CUST00481,Amazon Prime,28,25-34,Male,Bangalore,20,2022-04-22,Telugu,Standard
CUST00482,ZEE5,40,35-44,Female,Hyderabad,55,2019-06-16,Malayalam,Premium
CUST00483,SonyLiv,24,18-24,Female,Ahmedabad,21,2022-03-21,Telugu,Basic
CUST00484,Netflix,18,18-24,Male,Kolkata,24,2022-01-05,Marathi,Premium
CUST00485,Amazon Prime,26,25-34,Male,Delhi,8,2023-04-30,English,Premium
CUST00486,Amazon Prime,30,25-34,Female,Bangalore,45,2020-04-16,Marathi,Standard
CUST00487,Netflix,18,18-24,Male,Pune,25,2021-11-24,Telugu,Basic
CUST00488,JioHotstar,26,25-34,Female,Ahmedabad,10,2023-02-07,Hindi,Premium
CUST00489,JioHotstar,18,18-24,Female,Mumbai,44,2020-05-18,Gujarati,Family
CUST00490,Amazon Prime,24,18-24,Female,Pune,31,2021-06-02,Telugu,Premium
CUST00491,Amazon Prime,36,35-44,Female,Bangalore,36,2021-01-01,Gujarati,Basic
CUST00492,SonyLiv,28,25-34,Male,Pune,35,2021-02-01,English,Premium
CUST00493,Amazon Prime,22,18-24,Male,Lucknow,39,2020-09-30,Gujarati,Premium
CUST00494,Amazon Prime,41,35-44,Female,Hyderabad,32,2021-05-16,English,Basic
CUST00495,JioHotstar,44,35-44,Female,Pune,60,2019-01-12,Bengali,Standard
CUST00496,JioHotstar,23,18-24,Male,Jaipur,59,2019-01-30,Gujarati,Basic
CUST00497,Netflix,25,25-34,Male,Hyderabad,21,2022-03-18,Marathi,Standard
CUST00498,Amazon Prime,36,35-44,Male,Hyderabad,5,2023-07-17,Hindi,Standard
CUST00499,SonyLiv,18,18-24,Female,Bangalore,60,2019-01-23,Marathi,Basic
CUST00500,JioHotstar,48,45-54,Female,Mumbai,40,2020-09-17,Bengali,Standard
CUST00501,Amazon Prime,30,25-34,Male,Jaipur,13,2022-11-29,Hindi,Basic
CUST00502,Netflix,27,25-34,Male,Pune,2,2023-10-14,Gujarati,Standard
CUST00503,JioHotstar,18,18-24,Male,Hyderabad,13,2022-11-26,Hindi,Premium
CUST00504,Netflix,35,35-44,Female,Jaipur,27,2021-10-05,English,Basic
CUST00505,Netflix,33,25-34,Female,Bangalore,21,2022-03-19,Kannada,Standard
CUST00506,ZEE5,38,35-44,Male,Mumbai,56,2019-05-13,Malayalam,Family
CUST00507,Amazon Prime,36,35-44,Female,Lucknow,58,2019-03-17,Gujarati,Basic
CUST00508,Netflix,29,25-34,Female,Hyderabad,47,2020-02-05,Marathi,Standard
CUST00509,JioHotstar,29,25-34,Female,Mumbai,42,2020-07-04,Malayalam,Basic
CUST00510,Netflix,20,18-24,Male,Ahmedabad,46,2020-02-25,English,Standard
CUST00511,Netflix,25,25-34,Female,Kolkata,47,2020-02-08,Marathi,Basic
CUST00512,JioHotstar,29,25-34,Male,Pune,8,2023-04-19,Bengali,Standard
CUST00513,Netflix,18,18-24,Female,Chennai,36,2020-12-26,Bengali,Basic
CUST00514,JioHotstar,27,25-34,Female,Hyderabad,30,2021-06-30,Kannada,Basic
CUST00515,Amazon Prime,47,45-54,Male,Hyderabad,6,2023-06-18,Hindi,Family
CUST00516,Amazon Prime,26,25-34,Female,Lucknow,55,2019-06-14,Marathi,Premium
CUST00517,JioHotstar,21,18-24,Female,Ahmedabad,40,2020-09-03,English,Basic
CUST00518,Amazon Prime,39,35-44,Male,Mumbai,39,2020-10-13,Hindi,Basic
CUST00519,SonyLiv,20,18-24,Female,Hyderabad,45,2020-04-08,Hindi,Standard
CUST00520,Amazon Prime,29,25-34,Male,Lucknow,31,2021-06-05,Tamil,Basic
CUST00521,Netflix,22,18-24,Male,Hyderabad,20,2022-04-15,Marathi,Family
CUST00522,ZEE5,33,25-34,Female,Hyderabad,13,2022-11-10,Malayalam,Premium
CUST00523,ZEE5,36,35-44,Male,Mumbai,44,2020-05-03,Telugu,Premium
CUST00524,Amazon Prime,34,25-34,Male,Mumbai,38,2020-10-22,English,Basic
CUST00525,JioHotstar,20,18-24,Male,Jaipur,17,2022-07-17,Tamil,Basic
CUST00526,Amazon Prime,48,45-54,Male,Bangalore,36,2020-12-18,Kannada,Premium
CUST00527,JioHotstar,18,18-24,Female,Lucknow,41,2020-08-17,Telugu,Premium
CUST00528,Netflix,36,35-44,Male,Ahmedabad,54,2019-06-27,English,Basic
CUST00529,JioHotstar,19,18-24,Male,Kolkata,40,2020-08-29,Kannada,Standard
CUST00530,JioHotstar,18,18-24,Female,Hyderabad,18,2022-06-29,Gujarati,Basic
CUST00531,Amazon Prime,38,35-44,Female,Hyderabad,19,2022-05-22,Kannada,Basic
CUST00532,ZEE5,39,35-44,Male,Delhi,25,2021-11-25,Hindi,Standard
CUST00533,JioHotstar,18,18-24,Female,Kolkata,1,2023-11-15,Bengali,Basic
CUST00534,Netflix,26,25-34,Male,Chennai,50,2019-11-12,Telugu,Standard
CUST00535,JioHotstar,26,25-34,Male,Ahmedabad,59,2019-02-20,Gujarati,Basic
CUST00536,Amazon Prime,30,25-34,Female,Jaipur,21,2022-03-29,Marathi,Standard
CUST00537,SonyLiv,53,45-54,Non-Binary,Chennai,27,2021-09-23,English,Standard
CUST00538,JioHotstar,26,25-34,Male,Chennai,5,2023-07-13,Kannada,Basic
CUST00539,ZEE5,36,35-44,Male,Pune,33,2021-03-28,English,Standard
CUST00540,Netflix,45,45-54,Female,Ahmedabad,19,2022-05-17,Telugu,Basic
CUST00541,JioHotstar,28,25-34,Male,Ahmedabad,24,2021-12-22,Bengali,Standard
CUST00542,Amazon Prime,41,35-44,Female,Chennai,60,2019-01-15,Tamil,Basic
CUST00543,Netflix,46,45-54,Male,Delhi,35,2021-02-02,Marathi,Standard
CUST00544,Amazon Prime,44,35-44,Male,Delhi,49,2019-12-11,Tamil,Standard
CUST00545,Netflix,40,35-44,Male,Delhi,13,2022-12-05,Bengali,Basic
CUST00546,JioHotstar,30,25-34,Male,Mumbai,58,2019-03-25,Gujarati,Standard
CUST00547,ZEE5,41,35-44,Male,Mumbai,29,2021-07-22,Hindi,Family
CUST00548,SonyLiv,24,18-24,Male,Chennai,43,2020-06-01,Telugu,Family
CUST00549,Amazon Prime,47,45-54,Male,Kolkata,45,2020-04-10,Marathi,Basic
CUST00550,Netflix,39,35-44,Male,Hyderabad,44,2020-05-19,Kannada,Premium
CUST00551,ZEE5,31,25-34,Male,Jaipur,44,2020-04-30,Telugu,Standard
CUST00552,Netflix,20,18-24,Male,Kolkata,14,2022-10-15,Tamil,Standard
CUST00553,Netflix,43,35-44,Female,Pune,45,2020-04-14,Bengali,Premium
CUST00554,SonyLiv,39,35-44,Female,Bangalore,31,2021-06-10,Hindi,Basic
CUST00555,ZEE5,41,35-44,Male,Delhi,30,2021-07-13,Malayalam,Standard
CUST00556,Amazon Prime,25,25-34,Female,Hyderabad,28,2021-09-08,Kannada,Basic
CUST00557,SonyLiv,23,18-24,Female,Lucknow,37,2020-11-27,Tamil,Standard
CUST00558,Netflix,49,45-54,Male,Mumbai,59,2019-02-02,Gujarati,Premium
CUST00559,Amazon Prime,40,35-44,Male,Delhi,27,2021-10-05,Tamil,Basic
CUST00560,Amazon Prime,18,18-24,Male,Ahmedabad,3,2023-09-23,Marathi,Standard
CUST00561,SonyLiv,27,25-34,Male,Delhi,44,2020-04-22,Kannada,Standard
CUST00562,JioHotstar,39,35-44,Male,Kolkata,51,2019-10-21,Kannada,Premium
CUST00563,JioHotstar,24,18-24,Male,Bangalore,56,2019-05-06,Malayalam,Basic
CUST00564,Amazon Prime,34,25-34,Female,Delhi,31,2021-05-24,Telugu,Basic
CUST00565,JioHotstar,18,18-24,Male,Delhi,26,2021-10-20,English,Basic
CUST00566,SonyLiv,38,35-44,Male,Chennai,36,2020-12-28,Hindi,Standard
CUST00567,ZEE5,30,25-34,Female,Hyderabad,46,2020-03-10,Kannada,Standard
CUST00568,JioHotstar,30,25-34,Female,Kolkata,48,2019-12-31,Telugu,Standard
CUST00569,Amazon Prime,18,18-24,Male,Lucknow,34,2021-03-15,Kannada,Premium
CUST00570,Netflix,29,25-34,Female,Lucknow,54,2019-07-09,Gujarati,Basic
CUST00571,Netflix,38,35-44,Male,Delhi,8,2023-04-30,Kannada,Family
CUST00572,JioHotstar,31,25-34,Female,Ahmedabad,7,2023-05-31,Marathi,Premium
CUST00573,Amazon Prime,24,18-24,Male,Kolkata,8,2023-04-10,Bengali,Basic
CUST00574,JioHotstar,24,18-24,Male,Lucknow,37,2020-12-01,Telugu,Premium
CUST00575,Netflix,24,18-24,Female,Hyderabad,10,2023-02-09,Bengali,Premium
CUST00576,Netflix,18,18-24,Non-Binary,Lucknow,33,2021-03-28,Telugu,Standard
CUST00577,ZEE5,30,25-34,Female,Ahmedabad,50,2019-11-04,Kannada,Basic
CUST00578,Amazon Prime,22,18-24,Female,Kolkata,20,2022-05-03,Telugu,Premium
CUST00579,Netflix,31,25-34,Male,Ahmedabad,20,2022-04-15,Tamil,Basic
CUST00580,ZEE5,40,35-44,Male,Bangalore,4,2023-08-09,English,Standard
CUST00581,Netflix,34,25-34,Male,Ahmedabad,21,2022-03-23,Tamil,Premium
CUST00582,Netflix,32,25-34,Male,Ahmedabad,44,2020-04-28,Gujarati,Basic
CUST00583,Amazon Prime,23,18-24,Female,Delhi,23,2022-02-04,English,Premium
CUST00584,SonyLiv,51,45-54,Female,Delhi,52,2019-09-11,Telugu,Family
CUST00585,JioHotstar,23,18-24,Female,Mumbai,6,2023-06-12,English,Standard
CUST00586,Amazon Prime,50,45-54,Female,Bangalore,40,2020-09-07,Malayalam,Premium
CUST00587,SonyLiv,25,25-34,Male,Bangalore,42,2020-07-17,Gujarati,Basic
CUST00588,ZEE5,18,18-24,Female,Bangalore,37,2020-11-30,Telugu,Basic
CUST00589,Amazon Prime,18,18-24,Male,Lucknow,17,2022-07-14,English,Basic
CUST00590,Netflix,27,25-34,Male,Chennai,26,2021-10-18,English,Premium
CUST00591,JioHotstar,26,25-34,Female,Mumbai,12,2022-12-18,Marathi,Family
CUST00592,Netflix,29,25-34,Female,Bangalore,45,2020-03-26,Tamil,Basic
CUST00593,Amazon Prime,46,45-54,Male,Ahmedabad,35,2021-02-07,Bengali,Basic
CUST00594,Netflix,27,25-34,Female,Delhi,12,2022-12-29,Hindi,Basic
CUST00595,JioHotstar,30,25-34,Female,Jaipur,48,2020-01-03,English,Standard
CUST00596,SonyLiv,25,25-34,Female,Jaipur,47,2020-02-01,Hindi,Standard
CUST00597,Netflix,22,18-24,Male,Bangalore,26,2021-10-29,English,Standard
CUST00598,JioHotstar,37,35-44,Male,Kolkata,44,2020-04-25,Gujarati,Premium
CUST00599,Amazon Prime,35,35-44,Female,Pune,25,2021-12-06,Hindi,Basic
CUST00600,Amazon Prime,24,18-24,Male,Hyderabad,30,2021-07-08,Tamil,Standard
CUST00601,Netflix,33,25-34,Male,Bangalore,27,2021-09-15,Kannada,Premium
CUST00602,JioHotstar,33,25-34,Male,Pune,35,2021-02-08,Kannada,Basic
CUST00603,JioHotstar,41,35-44,Male,Ahmedabad,20,2022-04-19,Bengali,Standard
CUST00604,Netflix,21,18-24,Female,Delhi,48,2019-12-28,Gujarati,Standard
CUST00605,Amazon Prime,35,35-44,Female,Delhi,60,2019-01-27,Hindi,Standard
CUST00606,Netflix,27,25-34,Male,Hyderabad,49,2019-12-06,Kannada,Basic
CUST00607,ZEE5,18,18-24,Male,Kolkata,8,2023-04-18,English,Premium
CUST00608,Netflix,18,18-24,Male,Delhi,9,2023-03-10,English,Basic
CUST00609,JioHotstar,22,18-24,Non-Binary,Chennai,37,2020-12-05,Tamil,Basic
CUST00610,JioHotstar,44,35-44,Female,Delhi,33,2021-03-19,Kannada,Standard
CUST00611,JioHotstar,24,18-24,Female,Pune,34,2021-02-22,Gujarati,Premium
CUST00612,JioHotstar,37,35-44,Male,Jaipur,32,2021-05-14,Gujarati,Premium
